,title,artist,date_popularity,week_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,music_clusters
36,One Kiss,Calvin Harris & Dua Lipa,2018-06-30,0,0.7725060827250608,0.869457330887906,0.8181818181818182,0.9286921415829499,0.0,0.12092504876010031,0.03704753547494766,2.2980062959076602e-05,0.061399548532731385,0.5932203389830509,0.41878537907010505,0.2919015275119578,0.75,1
37,Taste,Tyga Featuring Offset,2018-06-30,0,0.8856447688564477,0.5425612255906787,0.0,0.731433668200169,1.0,0.13485650599052662,0.023578263006643164,0.0,0.0835214446952596,0.3283898305084746,0.26154506749237993,0.32163105317238594,0.75,0
38,Havana,Camila Cabello Featuring Young Thug,2018-06-30,0,0.7408759124087592,0.5037220843672457,0.18181818181818182,0.8773824054079429,1.0,0.009473390916689889,0.18480746479142227,3.735571878279119e-05,0.11851015801354405,0.3834745762711865,0.30384271130678797,0.2959394379097412,0.75,0
39,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",2018-06-30,0,0.9087591240875914,0.6677095695328515,1.0,0.9190686320533282,0.0,0.2658122039565339,0.5446581770043333,1.3431269674711438e-05,0.03668171557562076,0.4343220338983051,0.2525521312109923,0.6252310308489789,0.75,1
40,New Rules,Dua Lipa,2018-06-30,0,0.7372262773722629,0.6946811953824578,0.8181818181818182,0.7981410196225707,0.0,0.06436333240456953,0.002479753371590088,1.6369359916054566e-05,0.14221218961625282,0.6101694915254238,0.37088151337752184,0.2828293605328729,0.75,1
41,Everybody Dies In Their Nightmares,XXXTENTACION,2018-06-30,0,0.7031630170316303,0.5544287409645053,0.6363636363636364,0.7490845929959629,0.0,0.15296740039008083,0.8512349010963384,2.2455403987408184e-05,0.09593679458239278,0.6959745762711865,0.4548236489428613,0.09594797333009428,0.75,1
42,Bed,Nicki Minaj Featuring Ariana Grande,2018-06-30,0,0.6265206812652068,0.7831481281691662,0.5454545454545454,0.8651769786874471,1.0,0.015185288381164674,0.014129668887086284,0.0023189926547743972,0.3453724604966141,0.6207627118644068,0.4187551405486478,0.23156431275093314,0.75,0
43,Wait,Maroon 5,2018-06-30,0,0.7396593673965938,0.700075520552379,0.2727272727272727,0.8329734297249084,0.0,0.0064084703259961046,0.03714805243366634,2.0356768100734525e-05,0.07595936794582392,0.6779661016949153,0.2797426097053559,0.26181909504847134,0.75,1
44,All Girls Are The Same,Juice WRLD,2018-06-30,0,0.6265206812652068,0.5101952745711512,0.0,0.7415735611679655,1.0,0.39537475619949847,0.07715380200370506,0.00035152151101783843,0.06613995485327313,0.18114406779661021,0.6485679036237845,0.21142728642572706,0.75,0
45,Freaky Friday,Lil Dicky Featuring Chris Brown,2018-06-30,0,0.7287104622871047,0.5857158269500486,0.7272727272727273,0.8440991456201294,1.0,0.2797436611869602,0.14761619006550689,0.0,0.0925507900677201,0.7658898305084746,0.4739948715467608,0.2948314746908372,0.75,2
46,I Like Me Better,Lauv,2018-06-30,0,0.7250608272506084,0.48430251375552924,0.8181818181818182,0.723030701342597,1.0,0.32014488715519646,0.5376219898940249,2.6757607555089197e-06,0.08690744920993228,0.40995762711864403,0.22511369684067928,0.2633242835991898,0.75,2
47,All Mine,Kanye West,2018-06-30,0,0.9355231143552312,0.2739238321286008,1.0,0.7741996056708289,0.0,0.3730844246308165,0.12349211997302124,0.0,0.07460496613995486,0.27436440677966106,0.4062847742996759,0.17808497995817646,0.75,1
48,Youngblood,5 Seconds Of Summer,2018-06-30,0,0.5352798053527981,0.8608264106160322,0.6363636363636364,0.8407191812975306,0.0,0.6127054889941489,0.01684362677249092,0.0,0.10948081264108352,0.12711864406779663,0.39628791910590744,0.2731416584321746,0.75,1
49,Get Along,Kenny Chesney,2018-06-30,0,0.5790754257907543,0.8068831589168197,0.6363636363636364,0.794009952117172,1.0,0.03775424909445528,0.10137838905490941,0.0,0.16139954853273142,0.336864406779661,0.2280528811263245,0.2669157258554297,0.75,2
50,Up Down,Morgan Wallen Featuring Florida Georgia Line,2018-06-30,0,0.5267639902676399,0.891034631567591,0.5454545454545454,0.9381278753168716,1.0,0.016439119531903044,0.08157654818732742,0.0,0.1343115124153499,0.8061440677966101,0.4545938361797861,0.26302226103285153,0.75,0
51,Chun-Li,Nicki Minaj,2018-06-30,0,0.6447688564476886,0.7270471464019852,0.5454545454545454,0.8424561074077551,0.0,0.4887155196433547,0.2792934059869911,4.9947534102833177e-05,0.08916478555304741,0.4682203389830508,0.4487154676084958,0.25374327425290455,1.0,1
52,Bigger > You,"2 Chainz, Drake & Quavo",2018-06-30,0,0.7189781021897811,0.478908188585608,0.0,0.7002159421650549,0.0,0.29646140986347175,0.3195001894744672,0.00017103882476390345,0.208803611738149,0.26800847457627114,0.32999298466302196,0.22985722868032554,1.0,1
53,Simple,Florida Georgia Line,2018-06-30,0,0.25060827250608275,0.891034631567591,0.2727272727272727,0.9062998779457327,1.0,0.10323209807745891,0.07936517509551624,0.0,0.13882618510158012,0.8813559322033899,0.877304175335043,0.24323814151070372,0.75,0
54,DDU-DU DDU-DU,BLACKPINK,2018-06-30,0,0.6228710462287105,0.8327759197324416,0.36363636363636365,0.8444746972115293,0.0,0.07063248815826136,0.036042365887760754,0.0,0.07471783295711062,0.38241525423728817,0.5158389375393101,0.2861614573245397,0.75,1
55,IDGAF,Dua Lipa,2018-06-30,0,0.8272506082725062,0.526378250080915,0.6363636363636364,0.8003004412731198,1.0,0.09905266090833102,0.04036459511266443,0.0,0.06252821670428894,0.5063559322033898,0.2557029851468383,0.2969899511839613,0.75,2
56,One Number Away,Luke Combs,2018-06-30,0,0.47201946472019474,0.7820692631351818,0.5454545454545454,0.7916158107219979,0.0,0.011005851212036781,0.005736502834075651,0.0,0.1851015801354402,0.524364406779661,0.5402293289467318,0.3033143693801643,0.75,1
57,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,2018-06-30,0,0.6605839416058396,0.26745064192469525,0.09090909090909091,0.5553938597314806,1.0,0.10601838952354416,0.782883369167629,0.0010419727177334733,0.12415349887133183,0.2531779661016949,0.39284677536407187,0.20217620390462654,0.75,0
58,Sit Next To Me,Foster The People,2018-06-30,0,0.586374695863747,0.7356780666738592,0.5454545454545454,0.8471974462491785,0.0,0.008358874338255787,0.11746110244989984,0.0004029380902413432,0.7471783295711062,0.6620762711864407,0.25566065121679815,0.3383539113563768,0.75,1
59,Mercy,Brett Young,2018-06-30,0,0.4854014598540147,0.6536843240910564,1.0,0.848324101023378,0.0,0.0828921705210365,0.12550245914739505,0.0,0.09480812641083523,0.3432203389830509,0.5647406744399825,0.28186584288917416,0.75,1
60,Pray For Me,The Weeknd & Kendrick Lamar,2018-06-30,0,0.7007299270072993,0.6709461646348042,0.18181818181818182,0.8471505023002535,1.0,0.09111173028698802,0.0870044639581367,2.528856243441764e-05,0.09593679458239278,0.17372881355932207,0.2774626251874789,0.2862779986408984,0.75,0
61,Ball For Me,Post Malone Featuring Nicki Minaj,2018-06-30,0,0.7798053527980536,0.5328514402848205,0.8181818181818182,0.885222044878415,1.0,0.30203399275564224,0.515508258975913,0.0,0.058239277652370205,0.5413135593220338,0.48054453529440233,0.27781808392944496,0.75,2
62,I Lived It,Blake Shelton,2018-06-30,0,0.4878345498783456,0.5555076059984897,0.9090909090909092,0.7002628861139799,1.0,0.006826414042908895,0.4783169842499977,0.0011962224554039876,0.0835214446952596,0.38135593220338987,0.15865547438192473,0.29970323000003285,0.75,2
63,Japan,Famous Dex,2018-06-30,0,0.6703163017031631,0.19624554968173485,0.2727272727272727,0.6668387944793916,1.0,0.020479242128726677,0.09082410838944692,2.5393494228751315e-06,0.06455981941309255,0.33156779661016944,0.4197651071653201,0.38382143900621446,0.5,0
64,Fake Love,BTS,2018-06-30,0,0.9391727493917277,0.45840975293990727,0.8181818181818182,0.6418646136513003,0.0,0.3675118417386459,0.10539906740365701,0.0,0.1681715575620768,0.6154661016949152,0.4793410421404035,0.28548354797726955,0.75,1
65,Done For Me,Charlie Puth Featuring Kehlani,2018-06-30,0,0.8515815085158152,0.6213183730715288,0.5454545454545454,0.9074734766688572,0.0,0.07077180273056564,0.1938539910761044,0.0,0.0471783295711061,0.704449152542373,0.3463036431370652,0.23551194466421332,0.75,1
66,Yikes,Kanye West,2018-06-30,0,0.918491484184915,0.6267126982414502,0.7272727272727273,0.6873533001596094,1.0,0.5904151574254668,0.04096769686497657,3.8614900314795385e-05,0.2381489841986456,0.6652542372881356,0.5760377860564131,0.19675621198044735,0.75,2
67,TATI,6ix9ine Featuring DJ SPINKING,2018-06-30,0,0.7579075425790756,0.7669651526594025,1.0,0.8243826870716363,0.0,0.3271106157704096,0.002007323665612244,0.0,0.08465011286681715,0.5201271186440678,0.2251802215878852,0.19295302564237243,0.75,1
68,X,Nicky Jam x J Balvin,2018-06-30,0,0.7007299270072993,0.7486244470816702,1.0,0.7819453572434512,0.0,0.2894956812482586,0.0025099084592056947,0.0,0.0925507900677201,0.3908898305084746,0.606881077942813,0.23914606402221833,0.75,1
69,Dura,Daddy Yankee,2018-06-30,0,0.8929440389294405,0.695760060416442,0.0,0.8126466998403905,0.0,0.4441348565059906,0.0029320796858241936,3.210912906610703e-06,0.07054176072234764,0.5010593220338984,0.1555167158546616,0.30859976429108404,0.75,1
70,KOD,J. Cole,2018-06-30,0,0.8114355231143553,0.7842269932031504,0.0,0.7862642005445497,1.0,0.18222346057397604,0.21094187405828174,0.0,0.09706546275395035,0.17690677966101698,0.5269667134355799,0.2534757216533766,0.75,0
71,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,2018-06-30,0,0.7396593673965938,0.5727694465422377,0.4545454545454546,0.7520890057271616,0.0,0.009194761772081367,0.07232898798520793,6.768100734522561e-06,0.07562076749435666,0.489406779661017,0.21307876530069192,0.3160731813809654,0.75,1
72,Call Out My Name,The Weeknd,2018-06-30,0,0.37104622871046233,0.5792426367461431,0.09090909090909091,0.848230213125528,1.0,0.017275006965728618,0.17073509057080566,0.0,0.3160270880361174,0.15148305084745764,0.48032681793990994,0.31410346899180275,0.5,0
73,Born To Be Yours,Kygo & Imagine Dragons,2018-06-30,0,0.6472019464720195,0.6817348149746467,0.2727272727272727,0.8066378743779926,1.0,0.017414321538032886,0.3014071369051029,0.0,0.08036117381489842,0.44385593220338987,0.35841114712855004,0.25656817010436195,0.75,0
74,Alone,Halsey Featuring Big Sean & Stefflon Don,2018-06-30,0,0.8686131386861315,0.3073686481821125,0.8181818181818182,0.41653365881137916,1.0,0.5792699916411257,0.4833428321859322,0.0028331584470094443,0.3408577878103838,0.4279661016949153,0.3889097198703373,0.20204653117234,0.75,2
75,Esskeetit,Lil Pump,2018-06-30,0,0.9464720194647203,0.48430251375552924,1.0,0.7217632147216224,1.0,0.20172750069657286,0.022874644295612333,0.0,0.06738148984198646,0.698093220338983,0.5151615946586676,0.23751612702018632,0.75,2
76,Boss,The Carters,2018-06-30,0,0.6703163017031631,0.969791779048441,0.9090909090909092,0.8651769786874471,0.0,0.2769573697408749,0.12751279832176884,0.0,0.19751693002257337,0.5752118644067796,0.43085054913154974,0.15959102205093023,0.75,1
77,Ocean,Martin Garrix Featuring Khalid,2018-06-30,0,0.694647201946472,0.4594886179738915,1.0,0.7900666604074734,1.0,0.12789077737531346,0.937679485594412,0.0,0.40744920993227995,0.4819915254237288,0.12206081571435484,0.19522147774389148,0.75,2
78,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,2018-06-30,0,0.8491484184914844,0.5533498759305211,0.4545454545454546,0.6981504084123555,0.0,0.11535246586792978,0.061071088608714616,0.08562434417628542,0.08239277652370204,0.2775423728813559,0.152813392036383,0.2758040530115261,0.75,1
79,Hope,XXXTENTACION,2018-06-30,0,0.5304136253041364,0.43251699212428535,0.8181818181818182,0.7953243826870715,0.0,0.05168570632488159,0.6642733578795745,0.0003473242392444911,0.1343115124153499,0.20444915254237292,0.5521130678794329,0.12125713610384325,0.75,1
80,Lovely,Billie Eilish & Khalid,2018-06-30,0,0.23722627737226284,0.2588197216528213,0.36363636363636365,0.6062341564172378,0.0,0.01407077180273058,0.9386846551815989,0.0,0.07674943566591423,0.09322033898305085,0.3661098746915672,0.26783656639736325,0.75,1
81,Numb,XXXTENTACION,2018-06-30,0,0.4136253041362531,0.8705361959218902,0.8181818181818182,0.8858323162144399,1.0,0.0207578712733352,0.004480040850092023,0.0,0.690744920993228,0.22351694915254242,0.33426266389278636,0.2438733737562087,0.75,2
82,Powerglide,Rae Sremmurd & Juicy J,2018-06-30,0,0.6776155717761557,0.8360125148343943,0.09090909090909091,0.8578067787062247,0.0,0.17665087768180554,0.01674310981377223,0.0,0.10270880361173813,0.5847457627118644,0.7208923992452463,0.4846936933092154,0.75,1
83,Summer,The Carters,2018-06-30,0,0.5352798053527981,0.8629841406840005,0.36363636363636365,0.913857853722655,0.0,0.015881861242685986,0.021065339038675912,0.018677859391395595,0.12866817155756205,0.753177966101695,0.4427040495427935,0.30451753536454457,0.75,1
84,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,2018-06-30,0,0.4817518248175183,0.6925234653144892,0.7272727272727273,0.8546615341282509,1.0,0.010309278350515469,0.2953761193819815,0.0001080797481636936,0.0716704288939052,0.6016949152542372,0.21323600561226963,0.27092409056737565,0.75,2
85,Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,2018-06-30,0,0.4987834549878347,0.7119430359262057,0.09090909090909091,0.8116608769129658,1.0,0.026748397882418506,0.006801982596493767,0.0,0.3871331828442438,0.44279661016949157,0.15918162465528085,0.2798107762964811,0.75,0
86,Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",2018-06-30,0,0.5851581508515816,0.7194950911640955,0.18181818181818182,0.8203924514130128,1.0,0.09445528002229032,0.013325533217336762,8.258132214060861e-05,0.19074492099322798,0.20762711864406783,0.533806666989211,0.29208700876193733,0.75,0
87,"Woman, Amen",Dierks Bentley,2018-06-30,0,0.3990267639902677,0.8068831589168197,0.4545454545454546,0.8043376208806685,1.0,0.09473390916689887,0.0006975876935077101,9.748163693599163e-06,0.16139954853273142,0.38029661016949157,0.3936511200348347,0.23441875428822806,0.75,0
88,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,2018-06-30,0,0.8941605839416058,0.938504693062898,0.18181818181818182,0.8333489813163083,1.0,0.1836166062970187,0.0345346115069804,0.0,0.28329571106094814,0.7002118644067796,0.33428080700566065,0.1887427654105373,0.75,0
89,Overdose,YoungBoy Never Broke Again,2018-06-30,0,0.794403892944039,0.8511166253101738,0.9090909090909092,0.8064970425312177,0.0,0.45806631373641693,0.22501424827889838,0.0,0.6896162528216705,0.6758474576271187,0.21329043495089262,0.22976202591484934,0.75,1
90,Reborn,KIDS SEE GHOSTS,2018-06-30,0,0.5218978102189781,0.5835580968820802,0.0,0.7287578631114449,1.0,0.019225410977988314,0.34060875080539216,0.04239244491080798,0.18961625282167044,0.20656779661016952,0.2739851952198945,0.4721745296490958,0.75,0
91,I Know You,Lil Skies Featuring Yung Pinch,2018-06-30,0,0.8041362530413627,0.7302837415039379,0.18181818181818182,0.7987043470096704,1.0,0.16968514906659238,0.015134838474273186,4.522560335781742e-05,0.09029345372460497,0.8485169491525424,0.4373034496105278,0.32846103088180745,0.75,0
92,Zombie,Bad Wolves,2018-06-30,0,0.18369829683698294,0.6245549681734816,0.6363636363636364,0.6603135855788188,1.0,0.014906659236556152,0.015335872391710567,0.005068205666316894,0.38261851015801357,0.288135593220339,0.6787096618123758,0.44222341134488674,0.75,0
93,I Was Jack (You Were Diane),Jake Owen,2018-06-30,0,0.5450121654501217,0.8759305210918116,0.5454545454545454,0.9146559008543798,1.0,0.02967400390080803,0.08630084524710586,0.0,0.026185101580135442,0.5519067796610169,0.23773525569693743,0.2462370286232039,0.75,0
94,Nice,The Carters,2018-06-30,0,0.5218978102189781,0.9201639874851658,0.7272727272727273,0.776875410759553,1.0,0.06617442184452495,0.08941687096738526,0.00010178384050367263,0.1038374717832957,0.7690677966101696,0.23359257825729351,0.2851716768489854,0.75,2
95,Cop Shot The Kid,Nas Featuring Kanye West,2018-06-30,0,0.34793187347931875,0.7054698457223002,0.6363636363636364,0.8394047507276311,1.0,0.9205906937865702,0.02639273785076649,0.0,0.6670428893905193,0.5042372881355932,0.9093872466011903,0.2148545859828701,0.75,0
96,OTW,"Khalid, Ty Dolla $ign & 6LACK",2018-06-30,0,0.6034063260340633,0.6709461646348042,0.18181818181818182,0.7905360998967232,1.0,0.04304820284201728,0.18380229520423538,3.42077649527807e-05,0.08916478555304741,0.2627118644067797,0.11032222168464834,0.37096414138595535,0.75,0
97,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,2018-06-30,0,0.7116788321167884,0.5975833423238753,0.5454545454545454,0.7362219509905172,0.0,0.0388687656728894,0.31748985030009336,0.0,0.572234762979684,0.7288135593220338,0.4308565968358411,0.3938554822020072,0.75,1
99,Medicine,Queen Naija,2018-06-30,0,0.7116788321167884,0.3386557341676557,0.7272727272727273,0.6847244390198102,0.0,0.41905823349122323,0.2410969616738888,0.0,0.10270880361173813,0.10381355932203393,0.3708028932217331,0.29894160787622326,0.75,1
